customer_id,age,gender,location,income_level,signup_date,loyalty_program,preferred_channel
C00931,27,M,Ericafurt,low,2021-12-25,1,Both
C00932,21,Other,North Williamstad,medium,2022-06-26,1,Offline
C00933,68,Other,Kennethville,medium,2022-05-22,0,Both
C00934,38,Other,West Vanessamouth,low,2022-01-18,0,Both
C00935,22,Other,Joseport,low,2023-08-31,1,Online
C00936,40,M,New Kathy,high,2020-10-19,1,Offline
C00937,41,F,Port Meredithfurt,low,2023-10-29,1,Both
C00938,70,Other,Erintown,low,2022-10-23,1,Offline
C00939,33,Other,Brightview,medium,2022-10-15,0,Online
C00940,61,F,Sullivanton,low,2023-11-09,0,Offline
C00941,34,Other,West Jessica,medium,2022-06-24,0,Both
C00942,70,F,Knoxstad,medium,2020-12-11,1,Offline
C00943,20,F,Meganside,high,2022-02-27,0,Offline
C00944,50,M,Connorberg,high,2020-10-08,0,Both
C00945,52,M,Jessicaside,medium,2023-02-24,0,Both
C00946,58,M,Lake Rachel,high,2023-03-31,1,Online
C00947,31,Other,East Michaelport,high,2022-10-13,1,Both
C00948,70,M,Nathanshire,medium,2021-10-15,0,Online
C00949,47,Other,Yorkfort,low,2021-04-01,0,Online
C00950,21,M,South Pamelahaven,medium,2020-03-24,0,Both
C00951,70,M,Morenochester,high,2020-07-05,1,Offline
C00952,46,Other,East Victoria,medium,2020-03-24,1,Online
C00953,42,Other,Benitezmouth,low,2021-06-16,0,Both
C00954,64,Other,Michelleburgh,low,2020-08-10,0,Both
C00955,22,F,South Marvinburgh,high,2023-04-25,0,Offline
C00956,68,Other,North Shannonborough,low,2021-05-01,0,Offline
C00957,66,F,New Kathy,low,2023-03-28,0,Offline
C00958,28,Other,East Christinachester,low,2022-01-30,1,Both
C00959,36,Other,Sanfordfurt,low,2021-09-18,1,Online
C00960,53,Other,New Jamesstad,low,2020-01-08,0,Online
C00961,54,Other,Katherinehaven,low,2020-01-22,0,Offline
C00962,31,Other,Lake Adambury,medium,2020-10-23,1,Online
C00963,44,Other,Larryville,high,2020-12-17,0,Online
C00964,29,M,Garyton,medium,2021-08-18,1,Online
C00965,25,M,Stephenhaven,medium,2021-04-08,0,Both
C00966,47,Other,Ryanberg,medium,2022-07-15,1,Both
C00967,22,F,Howardborough,low,2021-06-16,1,Offline
C00968,40,M,Smithbury,medium,2020-09-13,0,Online
C00969,36,Other,East Jessica,low,2023-02-03,0,Offline
C00970,49,F,North Michael,low,2022-07-05,1,Both
C00971,55,M,South Nancyview,medium,2022-10-07,1,Offline
C00972,45,M,New Virginiaville,low,2023-04-13,0,Online
C00973,63,Other,North Hannahchester,medium,2022-10-12,1,Offline
C00974,26,Other,Martinezview,medium,2021-11-21,1,Offline
C00975,46,F,East Heather,medium,2022-01-06,1,Both
C00976,24,M,West Robertville,medium,2022-09-06,0,Offline
C00977,70,M,Cindyberg,high,2022-10-26,0,Offline
C00978,64,Other,New Jenniferville,low,2021-10-12,0,Online
C00979,50,Other,Port Danielborough,low,2021-03-15,1,Both
C00980,31,M,Port Jose,medium,2022-08-04,1,Both
C00981,67,M,West Jade,low,2022-03-23,0,Both
C00982,64,F,North Amy,low,2021-04-03,0,Offline
C00983,41,Other,Lake Sarah,low,2023-11-15,0,Both
C00984,61,M,North Alexander,medium,2021-05-28,0,Offline
C00985,28,M,Port Audreyfort,medium,2020-05-18,0,Both
C00986,64,F,Port Williamville,high,2020-08-19,0,Online
C00987,66,F,Dawnmouth,low,2023-11-06,1,Offline
C00988,32,M,Stevenville,medium,2021-04-04,1,Offline
C00989,48,F,Port Benjamin,high,2023-06-17,0,Both
C00990,38,M,Lauriemouth,medium,2021-03-27,1,Both
C00991,34,Other,North Melissaton,medium,2021-10-23,0,Offline
C00992,59,F,Lake Deborah,low,2020-01-16,0,Both
C00993,34,F,Patriciaview,high,2021-05-25,0,Both
C00994,43,F,West Lisaburgh,high,2023-09-26,1,Offline
C00995,68,F,Rossmouth,high,2020-06-25,0,Both
C00996,26,F,Vaughnfort,low,2021-02-26,0,Both
C00997,59,F,Banksburgh,low,2023-05-27,0,Online
C00998,41,Other,Lake Jessica,medium,2020-06-24,0,Both
C00999,32,F,North Robert,high,2023-08-04,0,Offline
C01000,61,F,Phammouth,medium,2022-07-06,0,Both
C01001,44,M,Maxwelltown,low,2020-10-08,0,Both
C01002,55,M,South Samantha,low,2023-09-01,0,Both
C01003,27,M,Alexanderland,low,2020-06-24,0,Both
C01004,43,Other,Alexanderhaven,high,2021-02-10,0,Both
C01005,64,Other,Lake Morgan,high,2023-04-07,0,Online
C01006,46,Other,South Dorothybury,high,2022-03-17,1,Online
C01007,32,F,Elizabethfurt,medium,2022-01-18,0,Both
C01008,60,Other,North Dawnburgh,low,2020-08-18,1,Offline
C01009,56,Other,Christianburgh,low,2022-02-24,1,Offline
C01010,26,M,Floresmouth,low,2020-04-26,1,Online
C01011,56,M,New Jeffreyfurt,low,2021-03-08,0,Both
C01012,50,M,North Stephen,low,2021-09-18,0,Both
C01013,52,M,Millerfort,high,2023-05-29,1,Both
C01014,44,F,Davidfort,high,2021-11-25,1,Online
C01015,69,F,North Richardton,medium,2023-03-03,1,Offline
C01016,55,Other,Port Christopherport,high,2022-05-15,0,Offline
C01017,26,F,Lake Emily,medium,2023-10-14,0,Online
C01018,36,Other,Marciabury,high,2021-06-13,1,Offline
C01019,30,M,Riverafort,medium,2023-08-04,0,Both
C01020,51,M,Jenniferville,medium,2023-01-18,1,Both
C01021,31,Other,North Matthew,high,2020-05-31,1,Offline
C01022,24,M,Amystad,medium,2023-07-13,1,Offline
C01023,52,F,North Pennyfort,medium,2022-12-26,1,Both
C01024,43,M,Rodriguezborough,medium,2020-08-06,1,Online
C01025,41,Other,Port Philipmouth,medium,2020-10-18,1,Offline
C01026,54,F,Lake Matthew,medium,2023-07-04,1,Both
C01027,26,Other,Williamsshire,low,2023-03-22,0,Offline
C01028,68,Other,Ellisshire,high,2020-07-10,0,Online
C01029,50,F,South Adam,medium,2022-02-22,0,Online
C01030,42,Other,New Savannahshire,low,2023-02-17,0,Online
C01031,48,Other,Lake Beth,medium,2022-01-20,0,Offline
C01032,32,F,North Paul,low,2023-02-08,0,Both
C01033,42,F,Williamfurt,medium,2022-07-21,1,Both
C01034,56,M,West Raymond,high,2021-10-12,0,Both
C01035,49,F,Shawnberg,low,2021-06-16,1,Online
C01036,20,Other,Morrisonhaven,medium,2020-08-02,0,Both
C01037,28,Other,Jenniferside,low,2021-04-09,0,Both
C01038,18,M,East Jason,low,2022-09-09,1,Offline
C01039,40,Other,Glendaberg,low,2023-01-14,0,Both
C01040,18,Other,New Amy,medium,2023-01-08,0,Both
C01041,36,Other,Jenniferstad,high,2022-09-16,1,Offline
C01042,70,F,Aguilarchester,low,2022-05-23,0,Offline
C01043,43,Other,Nataliechester,low,2022-11-13,0,Offline
C01044,50,M,New Danielfurt,medium,2023-06-09,1,Offline
C01045,25,Other,Lake Brianview,high,2020-08-13,1,Both
C01046,46,F,West Frances,medium,2023-03-11,0,Offline
C01047,67,F,Lake Kristenborough,medium,2020-08-15,0,Offline
C01048,25,F,West Lisaville,low,2023-03-16,0,Both
C01049,62,M,Lake Deborah,high,2022-08-15,1,Offline
C01050,51,Other,New Kristen,low,2021-08-27,1,Online
C01051,36,M,Heatherton,low,2023-05-25,1,Online
C01052,53,M,Hughesmouth,medium,2023-12-10,1,Online
C01053,54,F,North Juliaborough,low,2022-05-07,0,Offline
C01054,65,M,Greerstad,low,2022-08-22,0,Offline
C01055,31,M,Port Jenny,low,2023-03-19,0,Both
C01056,40,M,Shaneland,medium,2020-10-27,0,Online
C01057,61,Other,Lake Willie,medium,2020-10-17,0,Both
C01058,20,F,South Joshuaview,low,2021-08-08,1,Offline
C01059,54,F,New Meghan,medium,2020-07-21,1,Offline
C01060,32,Other,Stevenberg,low,2020-01-09,1,Offline
C01061,52,M,West Candice,medium,2020-03-03,1,Both
C01062,67,M,Tracyshire,medium,2023-04-16,0,Both
C01063,51,F,Charlesmouth,low,2022-05-04,0,Online
C01064,61,M,East Abigail,low,2022-03-27,0,Offline
C01065,41,Other,South Amy,high,2023-05-06,0,Both
C01066,34,M,West Jeffreyborough,low,2021-09-18,1,Offline
C01067,29,F,Markport,medium,2022-10-27,1,Both
C01068,66,F,Barajastown,low,2020-12-05,1,Offline
C01069,46,M,Seanbury,medium,2020-06-27,0,Online
C01070,64,F,Patrickville,high,2020-03-02,1,Offline
C01071,30,M,Amberport,high,2021-08-22,0,Offline
C01072,69,M,Williehaven,low,2020-02-08,1,Online
C01073,58,Other,Williamsborough,medium,2021-11-23,1,Offline
C01074,37,F,North Garyside,medium,2021-05-12,0,Offline
C01075,24,Other,Lake Cameronborough,low,2022-04-08,0,Offline
C01076,48,Other,Houstonborough,low,2023-09-05,1,Offline
C01077,41,F,Lucasland,medium,2022-04-15,1,Offline
C01078,19,F,North Stephen,low,2023-03-06,0,Both
C01079,54,Other,North Charlesburgh,medium,2021-05-30,0,Offline
C01080,40,F,Angelashire,medium,2023-05-18,1,Both
C01081,46,M,West Rickey,low,2023-06-30,1,Offline
C01082,58,M,Hamiltontown,high,2021-12-01,1,Offline
C01083,58,Other,New Adamland,medium,2021-08-28,0,Online
C01084,28,F,Lake Melaniestad,low,2023-03-20,1,Both
C01085,36,Other,West Kristinport,low,2023-12-12,1,Offline
C01086,46,F,West Kathymouth,medium,2022-07-31,1,Offline
C01087,28,M,Shorttown,high,2021-08-15,0,Both
C01088,33,Other,New Jeffrey,low,2022-01-06,0,Online
C01089,28,F,Roblesside,low,2023-03-06,0,Offline
C01090,53,M,West Erica,low,2021-04-03,1,Both
C01091,66,M,Susantown,low,2023-11-21,0,Online
C01092,59,F,North Bobby,low,2022-05-09,0,Both
C01093,36,F,Medinaland,medium,2022-06-08,0,Both
C01094,28,M,Lake Judith,low,2021-04-18,1,Offline
C01095,48,F,Jasonhaven,high,2023-02-01,1,Both
C01096,46,M,East Jeffrey,high,2020-08-09,0,Both
C01097,56,F,Jamesburgh,medium,2023-07-20,1,Both
C01098,58,Other,Port Karenside,medium,2022-11-08,1,Offline
C01099,52,M,West Emilyview,high,2021-12-17,1,Offline
C01100,41,F,Lake Beverly,low,2020-06-01,1,Online
C01101,18,Other,Davidbury,high,2021-05-28,0,Offline
C01102,36,F,Christineborough,medium,2020-06-04,1,Offline
C01103,37,M,Hayesport,medium,2021-05-08,1,Both
C01104,32,M,New Ashley,medium,2022-12-13,0,Offline
C01105,53,F,Susanburgh,low,2023-06-08,0,Both
C01106,65,Other,Johnbury,low,2020-01-08,1,Online
C01107,34,M,Hillstad,medium,2023-01-11,0,Both
C01108,66,Other,Nataliemouth,high,2020-07-27,1,Offline
C01109,59,Other,Kimfort,medium,2021-11-22,1,Offline
C01110,30,M,East Debbieland,low,2022-05-06,1,Online
C01111,58,F,Micheleberg,medium,2023-07-31,1,Both
C01112,57,F,West Jessica,low,2023-10-16,0,Online
C01113,21,Other,Lake Charlestown,low,2022-08-31,0,Offline
C01114,35,M,Port Bonniefurt,medium,2023-08-12,0,Online
C01115,23,M,North Andrea,low,2023-04-09,0,Offline
C01116,44,F,Valdezberg,medium,2022-04-24,1,Offline
C01117,47,Other,Walkershire,medium,2021-07-22,1,Online
C01118,66,M,Dennishaven,low,2023-02-13,1,Online
C01119,52,F,South Michaeltown,low,2022-03-03,1,Offline
C01120,18,M,Port Tamara,high,2022-10-26,0,Offline
C01121,67,F,Port Willie,low,2022-08-11,0,Online
C01122,47,Other,East Ashley,medium,2021-11-24,0,Offline
C01123,42,Other,Lake Jessica,high,2022-05-28,1,Online
C01124,58,Other,Billyfort,low,2023-12-29,0,Offline
C01125,48,Other,West Miketon,low,2020-12-26,1,Online
C01126,60,M,New Rebecca,high,2022-11-04,0,Both
C01127,45,F,Harrisonmouth,low,2021-07-15,1,Both
C01128,25,F,North Tinamouth,medium,2023-10-01,0,Online
C01129,55,Other,Maryview,medium,2020-06-09,0,Offline
C01130,67,M,South Desiree,low,2022-06-17,1,Online
C01131,61,Other,New Johnbury,low,2021-07-21,0,Online
C01132,40,Other,Gomezstad,low,2022-03-13,0,Online
C01133,49,M,Eatontown,low,2022-01-26,1,Offline
C01134,64,M,South Gabriel,low,2022-02-18,1,Offline
C01135,64,M,Jasonburgh,low,2020-04-29,0,Offline
C01136,63,F,Carolynville,medium,2020-09-01,1,Online
C01137,54,M,South Lisa,medium,2022-10-23,1,Both
C01138,47,F,South Emmafort,high,2023-01-23,0,Online
C01139,51,M,Lake Martha,medium,2020-11-23,1,Both
C01140,41,F,North David,low,2020-02-04,1,Both
C01141,29,M,East Crystal,medium,2022-07-09,1,Both
C01142,33,F,North Gabriel,medium,2020-03-01,1,Online
C01143,51,Other,New Susan,medium,2023-12-03,0,Both
C01144,36,F,Lake Jessicaport,medium,2022-07-20,1,Online
C01145,24,Other,South Catherine,medium,2020-05-13,0,Online
C01146,29,M,Jacksonchester,low,2022-01-02,1,Online
C01147,24,M,Port Brandi,medium,2022-07-22,1,Both
C01148,49,Other,New Donna,medium,2023-04-07,1,Online
C01149,41,M,Lake Gina,medium,2021-02-14,0,Online
C01150,31,Other,Carlsonland,medium,2023-12-03,0,Offline
C01151,69,Other,Cruzville,low,2020-12-23,1,Offline
C01152,68,Other,New Michele,low,2020-01-26,1,Both
C01153,20,Other,Serranoville,low,2022-02-22,1,Online
C01154,31,Other,Valenzuelaton,low,2020-10-02,0,Both
C01155,42,M,North Timothyberg,low,2023-09-25,0,Both
C01156,58,M,Port Erikachester,medium,2023-11-02,1,Both
C01157,24,Other,Woodton,medium,2022-03-21,1,Both
C01158,60,F,Perezfort,high,2022-12-19,0,Online
C01159,53,F,Bellshire,medium,2023-05-11,0,Both
C01160,56,F,Andersonfort,high,2020-05-31,1,Both
C01161,38,F,Port Christopher,medium,2023-04-04,1,Both
C01162,38,Other,Scotttown,low,2022-07-18,0,Offline
C01163,67,Other,New Alexandrahaven,high,2023-01-06,1,Offline
C01164,46,F,Penamouth,high,2020-01-12,0,Both
C01165,20,F,Danielchester,medium,2021-09-27,0,Offline
C01166,18,F,Joseside,high,2022-10-09,0,Offline
C01167,19,Other,Cherylfurt,high,2021-10-19,0,Online
C01168,20,F,South Andrea,low,2023-03-18,0,Offline
C01169,41,Other,Whiteside,low,2022-05-16,1,Offline
C01170,23,Other,Kingport,low,2022-05-12,0,Both
C01171,22,Other,Kimfurt,low,2022-06-16,1,Online
C01172,49,Other,Port Michelle,medium,2023-02-16,0,Both
C01173,59,F,South Krista,low,2020-07-03,1,Online
C01174,67,M,East Williammouth,high,2020-09-08,1,Offline
C01175,70,F,East Paultown,medium,2023-05-29,0,Online
C01176,65,Other,Port Dustinchester,high,2023-06-03,0,Both
C01177,67,Other,West Jeffreyland,low,2020-05-16,1,Both
C01178,20,F,Lake Patrickfurt,medium,2022-08-04,0,Offline
C01179,50,Other,Jenniferton,low,2022-08-11,0,Both
C01180,64,F,Lake Troy,high,2023-04-16,0,Online
C01181,45,F,Port Diane,medium,2020-01-17,0,Online
C01182,39,M,Jameshaven,medium,2023-06-02,0,Both
C01183,43,F,New Gavin,low,2022-03-12,1,Both
C01184,26,M,Johntown,medium,2020-02-26,0,Offline
C01185,43,Other,West Kimberlystad,medium,2020-09-01,0,Online
C01186,22,F,Sullivanborough,medium,2022-11-06,1,Both
C01187,54,M,Lake Janeland,low,2022-03-15,1,Offline
C01188,41,F,Jessicaside,low,2022-05-03,1,Both
C01189,59,M,Michaelview,medium,2023-11-22,0,Offline
C01190,57,F,South Sarah,medium,2020-12-17,1,Online
C01191,70,M,West Gregoryhaven,low,2022-06-12,1,Online
C01192,66,Other,New Kellyville,high,2020-06-14,0,Both
C01193,21,M,Nancyshire,high,2023-06-01,0,Offline
C01194,18,F,Churchshire,medium,2021-01-23,0,Offline
C01195,46,F,Port Matthew,low,2022-01-21,0,Both
C01196,52,M,Maldonadoshire,low,2023-04-19,1,Both
C01197,48,Other,South Darrenland,medium,2023-09-01,0,Both
C01198,62,Other,Lake Jacqueline,low,2021-08-17,0,Offline
C01199,28,M,Robertstad,low,2023-05-28,1,Online
C01200,47,Other,Lake Marilynbury,high,2022-03-13,0,Offline
C01201,60,F,South Emilymouth,medium,2021-03-22,1,Online
C01202,19,F,South Lee,high,2020-04-28,1,Online
C01203,42,Other,Ianborough,high,2020-12-05,0,Offline
C01204,49,Other,East Jill,medium,2022-02-14,0,Online
C01205,50,F,Jamieborough,medium,2023-09-17,0,Online
C01206,33,Other,Port Christine,low,2023-07-21,1,Offline
C01207,65,M,North Samanthafort,low,2020-08-30,1,Offline
C01208,58,F,Port Mercedeston,low,2022-08-11,1,Online
C01209,58,F,Watsonmouth,high,2023-08-10,0,Both
C01210,35,M,Travishaven,low,2022-02-03,1,Both
C01211,26,M,Walkershire,medium,2021-03-11,0,Offline
C01212,33,Other,New Laurenfort,low,2020-07-18,1,Both
C01213,39,F,New Michaelburgh,medium,2023-12-30,0,Both
C01214,26,Other,Lake Aprilmouth,medium,2021-12-11,0,Online
C01215,37,Other,North Emilyfurt,medium,2022-12-06,0,Offline
C01216,67,M,West Michaelview,medium,2022-06-21,0,Offline
C01217,22,Other,Joelfort,medium,2020-10-17,0,Online
C01218,38,M,Michaelfort,medium,2022-08-10,1,Offline
C01219,44,F,South Jaclyn,medium,2021-10-20,1,Online
C01220,67,M,Melissaview,low,2021-08-01,0,Online
C01221,66,Other,New David,medium,2021-12-01,0,Both
C01222,32,M,Port Cory,medium,2022-06-13,1,Online
C01223,62,F,New Ryan,low,2021-02-23,1,Both
C01224,59,F,East Lauren,low,2021-08-14,1,Offline
C01225,48,M,South Linda,low,2023-02-21,0,Online
C01226,44,M,Porterhaven,high,2020-10-01,1,Online
C01227,65,Other,Kristenport,high,2022-04-09,0,Online
C01228,29,F,South Coreyburgh,high,2021-01-24,1,Both
C01229,38,F,Port Jonathan,high,2020-04-03,1,Offline
C01230,67,M,South Julieview,medium,2023-07-27,1,Both
C01231,38,F,Annview,medium,2021-07-14,0,Both
C01232,24,F,South Davidborough,medium,2021-06-18,0,Online
C01233,51,Other,Port Justin,low,2022-06-15,0,Both
C01234,42,Other,Hamptonmouth,medium,2021-05-20,0,Online
C01235,36,F,South Christinamouth,low,2023-10-13,1,Offline
C01236,47,M,Port Gary,medium,2022-09-08,0,Both
C01237,51,M,Robertshire,medium,2023-06-08,1,Online
C01238,64,Other,North Fernandobury,low,2021-09-20,0,Offline
C01239,44,F,Deniseview,medium,2021-05-01,0,Offline
C01240,55,Other,Nelsonmouth,high,2022-07-29,1,Online
C01241,34,F,Juliehaven,medium,2023-04-28,0,Both
C01242,64,M,Jacksontown,low,2021-11-30,1,Both
C01243,41,M,Lake Johnathan,medium,2020-07-13,1,Both
C01244,68,Other,East Garrettville,medium,2023-03-01,0,Offline
C01245,53,F,South Amytown,low,2020-05-28,0,Offline
C01246,54,Other,Warrenland,high,2023-04-12,0,Online
C01247,29,Other,Christineland,low,2020-06-10,1,Offline
C01248,64,F,Parkerbury,low,2022-10-14,0,Online
C01249,26,M,Scottberg,low,2023-02-19,1,Online
C01250,47,F,North Austin,high,2020-07-22,0,Both
C01251,49,M,Michellemouth,low,2021-07-08,1,Offline
C01252,44,F,Amyberg,low,2023-09-14,0,Online
C01253,53,F,New Carla,medium,2022-12-19,0,Online
C01254,29,M,Millsside,low,2022-09-07,1,Online
C01255,27,M,Timothybury,medium,2021-04-26,1,Offline
C01256,23,M,South Kylechester,low,2023-06-04,0,Online
C01257,61,F,West Alex,medium,2021-02-07,0,Offline
C01258,65,Other,West Justin,low,2022-03-23,0,Online
C01259,67,F,Lake Sandrafort,low,2022-04-11,1,Online
C01260,66,F,Port Russellport,high,2021-04-10,0,Offline
C01261,48,M,Port Adrian,low,2022-07-16,1,Offline
C01262,51,F,South Nicole,medium,2021-08-03,0,Both
C01263,21,M,Wrightfurt,medium,2021-11-10,0,Offline
C01264,64,Other,Walkerland,medium,2023-07-10,1,Offline
C01265,56,F,New Kathy,low,2021-10-17,1,Online
C01266,57,Other,Justinside,medium,2023-11-14,1,Offline
C01267,69,M,Robertland,high,2023-06-10,0,Both
C01268,36,M,West Daniel,low,2020-10-10,0,Offline
C01269,58,M,Nelsonfort,medium,2021-12-08,0,Both
C01270,44,F,Andrewton,low,2020-10-18,1,Both
C01271,69,Other,East Teresaport,low,2022-04-11,0,Both
C01272,36,F,Lake Samuel,medium,2021-02-22,1,Offline
C01273,50,Other,North Edward,low,2020-01-13,0,Online
C01274,61,F,West Robert,low,2022-02-05,0,Online
C01275,30,F,Boltonmouth,high,2023-05-05,1,Offline
C01276,69,M,West Christopherberg,medium,2022-12-18,1,Online
C01277,58,F,Kimberlyland,high,2020-03-28,1,Offline
C01278,68,F,Whiteview,high,2022-04-23,0,Both
C01279,37,Other,Claytonville,medium,2023-06-23,1,Both
C01280,52,M,South Kelsey,low,2023-04-08,1,Offline
C01281,22,M,Lake Virginia,low,2021-11-19,0,Offline
C01282,42,Other,Mossville,medium,2020-11-05,0,Both
C01283,56,F,South Paul,low,2022-03-20,0,Offline
C01284,63,F,Ericton,medium,2021-04-29,1,Offline
C01285,23,F,West Timothyport,high,2023-03-02,1,Offline
C01286,37,M,Paigeborough,medium,2020-11-04,0,Online
C01287,41,M,Lake Ryan,medium,2020-06-24,0,Offline
C01288,50,M,Port Joshua,medium,2020-01-24,0,Online
C01289,39,F,Mccormicktown,medium,2020-07-04,1,Offline
C01290,27,M,Barkerberg,high,2020-03-06,0,Online
C01291,64,M,East Ericland,medium,2021-07-30,0,Online
C01292,37,M,Sarahton,medium,2022-12-01,0,Offline
C01293,47,M,Deannaside,low,2020-04-02,1,Online
C01294,54,F,East Tonymouth,medium,2023-05-14,0,Offline
C01295,30,M,Lindamouth,low,2022-05-17,1,Offline
C01296,60,M,North Hannah,low,2023-02-12,0,Offline
C01297,25,M,West Rachel,high,2021-07-10,0,Online
C01298,52,F,Hansenside,medium,2022-01-23,1,Online
C01299,63,F,Lopezburgh,medium,2022-12-18,0,Online
C01300,37,Other,Mariomouth,high,2022-04-24,1,Online
C01301,26,M,North Amanda,medium,2021-03-03,0,Online
C01302,42,M,Loriside,low,2021-11-29,1,Online
C01303,63,Other,Smithhaven,high,2021-07-24,1,Both
C01304,40,F,North Christine,low,2021-08-11,0,Both
C01305,66,Other,West Jennifer,high,2021-07-19,0,Offline
C01306,54,M,Leefort,low,2022-10-19,1,Online
C01307,47,F,New Justin,medium,2023-04-04,1,Offline
C01308,32,M,Danielhaven,low,2021-09-28,1,Offline
C01309,43,M,North Maryberg,medium,2022-10-20,1,Offline
C01310,47,F,East Danielborough,low,2020-10-04,1,Online
C01311,40,F,New Darlenefurt,medium,2020-06-02,0,Offline
C01312,67,F,Foxshire,medium,2022-10-19,0,Both
C01313,24,F,West Jeffreyland,high,2021-02-01,0,Offline
C01314,53,Other,Lake Travis,low,2020-01-21,1,Both
C01315,47,F,South Laurieton,medium,2023-10-14,0,Both
C01316,33,Other,Shortton,low,2021-07-14,1,Offline
C01317,22,F,Allisonland,low,2023-07-03,1,Offline
C01318,54,F,Christianborough,medium,2023-07-20,0,Online
C01319,60,Other,North Jessicaside,low,2022-03-17,1,Online
C01320,55,Other,East Alicia,medium,2021-08-21,0,Offline
C01321,29,F,New Kara,high,2021-01-21,0,Both
C01322,24,Other,Port Daniellestad,high,2021-10-06,1,Offline
C01323,49,Other,Parkchester,medium,2022-11-13,0,Online
C01324,70,M,East Lauraside,high,2023-10-03,0,Online
C01325,60,M,Dianeside,medium,2021-09-15,1,Offline
C01326,57,Other,Mahoneymouth,medium,2022-07-20,0,Both
C01327,38,F,Meganchester,medium,2022-05-04,1,Offline
C01328,63,F,Mckenziemouth,high,2023-04-02,0,Both
C01329,50,F,New Amy,high,2022-08-03,1,Online
C01330,41,Other,Michaelmouth,high,2021-08-05,0,Both
C01331,53,F,Smithton,low,2021-11-26,1,Online
C01332,33,F,New Derekport,medium,2021-03-17,1,Both
C01333,38,Other,Traceyborough,low,2020-01-11,1,Offline
C01334,52,M,Andrewview,medium,2023-08-22,1,Online
C01335,30,Other,North Benjamin,low,2023-11-28,1,Offline
C01336,27,F,East Joseph,high,2021-07-06,0,Online
C01337,18,M,East Jonathan,medium,2023-10-13,0,Both
C01338,49,Other,New Ricardoborough,medium,2021-04-11,0,Online
C01339,26,Other,Lake Markfort,high,2023-02-14,1,Both
C01340,56,F,Petersenshire,medium,2020-09-25,1,Both
C01341,45,Other,New Dawnton,high,2023-06-27,1,Offline
C01342,32,M,Millerton,medium,2023-02-09,0,Both
C01343,49,Other,Michaelchester,low,2023-12-03,1,Offline
C01344,52,Other,Port Kayleetown,low,2021-10-09,0,Both
C01345,48,Other,Brownhaven,low,2022-09-11,1,Both
C01346,23,M,Amberberg,medium,2020-03-04,1,Offline
C01347,51,M,East Brent,medium,2021-05-22,0,Online
C01348,48,Other,Maddoxshire,medium,2023-02-10,0,Both
C01349,58,Other,East Ryanfurt,medium,2022-02-23,1,Both
C01350,21,F,West Christopher,medium,2020-08-17,0,Offline
C01351,47,Other,New Raymondland,high,2022-06-06,1,Offline
C01352,40,F,Ayalaberg,low,2021-09-11,0,Both
C01353,56,Other,South Anita,low,2023-03-29,1,Online
C01354,58,F,Pearsonborough,medium,2022-01-27,0,Both
C01355,36,Other,East Charles,medium,2022-05-21,1,Offline
C01356,23,M,Morrisshire,medium,2023-04-21,1,Offline
C01357,26,Other,Lake Robertstad,low,2020-05-19,1,Online
C01358,65,M,West Melvin,medium,2021-06-25,0,Both
C01359,46,F,Port Kevinstad,high,2022-10-15,1,Both
C01360,33,F,Hansonmouth,low,2022-08-15,0,Offline
C01361,23,M,East Gina,medium,2020-03-10,0,Offline
C01362,66,F,North Jodibury,medium,2020-08-30,0,Both
C01363,46,Other,Port Marissa,medium,2022-08-22,0,Both
C01364,64,F,West Heatherville,low,2021-03-22,1,Online
C01365,21,M,Ruizmouth,medium,2021-04-18,1,Offline
C01366,48,Other,East Amy,high,2020-11-20,0,Offline
C01367,61,Other,Anaberg,low,2023-03-11,1,Online
C01368,51,F,South Brandyhaven,low,2022-12-15,1,Offline
C01369,61,F,Georgeport,high,2020-03-08,0,Online
C01370,52,Other,Briantown,low,2020-11-07,1,Both
C01371,59,F,Guerrerostad,low,2020-04-13,1,Online
C01372,34,Other,North Kellyfurt,medium,2023-09-04,1,Both
C01373,65,M,Romeroville,medium,2020-12-25,0,Both
C01374,39,Other,Toddside,medium,2023-11-05,0,Offline
C01375,53,M,East Vincent,medium,2020-05-16,0,Online
C01376,44,M,North Johnhaven,medium,2021-12-12,1,Offline
C01377,32,Other,Tracyburgh,low,2021-04-18,0,Online
C01378,19,Other,Gabriellestad,low,2020-01-29,0,Both
C01379,58,M,Joelhaven,medium,2022-08-29,0,Online
C01380,56,M,Lake Jonathanfurt,low,2021-03-04,0,Online
C01381,62,M,New Stacybury,low,2023-10-15,1,Both
C01382,22,Other,Pennyberg,medium,2020-08-23,1,Offline
C01383,62,Other,Meyerbury,medium,2020-05-16,1,Offline
C01384,28,M,New Eric,low,2021-10-10,0,Offline
C01385,42,F,Shaneberg,high,2021-04-30,1,Offline
C01386,29,F,New Amber,low,2020-11-17,0,Both
C01387,43,M,Port Devin,medium,2023-05-27,0,Online
C01388,52,F,South Wendy,low,2022-12-05,0,Offline
C01389,63,F,Lake Sarah,low,2023-04-11,0,Online
C01390,54,Other,West Carlos,low,2023-11-25,1,Online
C01391,49,M,East Lonnieberg,medium,2022-04-07,0,Online
C01392,60,F,Port Lucaschester,low,2023-02-03,1,Offline
C01393,54,M,Scottview,medium,2021-09-30,1,Offline
C01394,45,F,North David,high,2020-08-24,0,Both
C01395,32,M,Catherinebury,low,2020-02-10,1,Online
