transaction_id,customer_id,transaction_date,product_category,brand_type,payment_method,quantity,price_per_unit,discount_applied,total_amount
T0012483,C00573,2024-07-16,Snacks,third_party,Cash,1,50,0,50.0
T0012484,C01483,2022-12-31,Chair,third_party,Cash,10,1500,0,15000.0
T0012485,C00902,2023-12-09,Earphones,private,Cash,15,600,0,9000.0
T0012486,C00177,2023-05-14,C-Type Cable,private,Card,1,300,1,300.0
T0012487,C00708,2024-03-29,Snacks,third_party,UPI/Wallet,2,50,1,100.0
T0012488,C00694,2023-08-06,Laptop Case,private,UPI/Wallet,1,800,0,800.0
T0012489,C01391,2022-07-18,C-Type Cable,third_party,Cash,1,300,0,300.0
T0012490,C00707,2022-05-04,Laptop Case,third_party,UPI/Wallet,15,800,1,12000.0
T0012491,C00333,2022-03-28,Oil,private,Card,1,200,1,200.0
T0012492,C01754,2023-01-21,Laptop Case,third_party,Card,1,800,0,800.0
T0012493,C00367,2022-09-04,Rice,private,Card,1,60,0,54.0
T0012494,C00452,2024-07-18,Chair,third_party,Cash,2,1500,1,2700.0
T0012495,C01966,2023-12-09,Toothpaste,third_party,UPI/Wallet,15,80,1,1200.0
T0012496,C00991,2021-11-18,Laptop Case,private,Cash,10,800,1,8000.0
T0012497,C00890,2022-11-05,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0012498,C01200,2023-03-03,C-Type Cable,third_party,Cash,2,300,0,600.0
T0012499,C01327,2024-04-07,Earphones,third_party,Cash,1,600,0,600.0
T0012500,C01094,2021-10-19,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0012501,C00040,2023-07-23,Oil,third_party,Card,1,200,0,180.0
T0012502,C00208,2024-01-27,Chair,third_party,Cash,1,1500,1,1500.0
T0012503,C00310,2023-02-21,Rice,third_party,UPI/Wallet,3,60,0,180.0
T0012504,C01947,2022-07-25,Chair,third_party,Card,1,1500,1,1500.0
T0012505,C00078,2023-02-05,Rice,third_party,Cash,1,60,0,60.0
T0012506,C01593,2024-02-05,Laptop Case,third_party,Card,1,800,0,800.0
T0012507,C00322,2022-08-11,Laptop Case,private,Cash,2,800,0,1440.0
T0012508,C00961,2024-08-24,Laptop Case,third_party,Card,1,800,1,800.0
T0012509,C00596,2022-11-14,Earphones,third_party,UPI/Wallet,3,600,1,1620.0
T0012510,C01620,2024-02-14,Toothpaste,private,UPI/Wallet,1,80,0,72.0
T0012511,C00967,2022-10-05,C-Type Cable,third_party,Card,2,300,0,600.0
T0012512,C00674,2022-07-10,Earphones,third_party,Cash,10,600,0,6000.0
T0012513,C01303,2022-06-18,Chair,third_party,Card,2,1500,1,3000.0
T0012514,C01795,2023-06-06,Snacks,third_party,Card,3,50,0,150.0
T0012515,C00415,2023-09-23,C-Type Cable,third_party,Cash,1,300,0,300.0
T0012516,C00156,2024-06-17,Snacks,private,Cash,3,50,0,135.0
T0012517,C01860,2021-08-06,Snacks,private,Card,15,50,1,675.0
T0012518,C00268,2023-02-16,Chair,private,UPI/Wallet,1,1500,0,1500.0
T0012519,C00617,2023-06-07,Snacks,private,Card,1,50,0,45.0
T0012520,C00625,2023-03-18,Laptop Case,third_party,Card,1,800,0,720.0
T0012521,C00368,2024-06-21,Chair,third_party,UPI/Wallet,1,1500,1,1350.0
T0012522,C01133,2022-04-19,Shampoo,third_party,UPI/Wallet,1,120,1,108.0
T0012523,C01491,2023-03-18,Snacks,private,UPI/Wallet,1,50,0,50.0
T0012524,C01980,2021-03-09,Rice,third_party,Cash,1,60,1,54.0
T0012525,C01070,2023-03-31,Laptop Case,third_party,UPI/Wallet,2,800,1,1600.0
T0012526,C01179,2023-12-01,Oil,private,Card,1,200,0,200.0
T0012527,C01706,2022-11-05,Soap,third_party,Card,1,40,0,40.0
T0012528,C01963,2023-12-06,C-Type Cable,third_party,Cash,1,300,0,300.0
T0012529,C01564,2021-05-24,Earphones,third_party,Card,1,600,1,600.0
T0012530,C01012,2024-02-01,Snacks,private,UPI/Wallet,1,50,0,50.0
T0012531,C00928,2024-06-16,Soap,third_party,UPI/Wallet,1,40,0,40.0
T0012532,C00174,2023-02-01,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0012533,C00977,2022-12-11,Soap,private,Cash,1,40,0,40.0
T0012534,C01434,2021-08-15,Shampoo,third_party,Card,1,120,0,120.0
T0012535,C00478,2023-08-08,Soap,third_party,Card,1,40,0,40.0
T0012536,C01459,2024-05-03,Rice,third_party,Card,1,60,1,60.0
T0012537,C00560,2022-01-23,C-Type Cable,third_party,Card,2,300,0,600.0
T0012538,C00211,2024-05-02,Soap,private,Cash,2,40,0,80.0
T0012539,C01496,2024-07-28,Shampoo,third_party,Cash,1,120,0,120.0
T0012540,C01757,2021-01-20,Chair,third_party,Card,1,1500,1,1350.0
T0012541,C00500,2024-05-15,Oil,third_party,UPI/Wallet,3,200,1,600.0
T0012542,C01351,2024-03-29,Shampoo,private,UPI/Wallet,1,120,1,108.0
T0012543,C01243,2024-03-13,Soap,private,Card,3,40,1,120.0
T0012544,C00882,2024-08-04,Oil,third_party,Card,15,200,0,2700.0
T0012545,C00863,2022-10-02,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0012546,C00559,2024-01-18,Shampoo,third_party,Cash,1,120,1,120.0
T0012547,C00695,2022-04-08,Oil,private,UPI/Wallet,1,200,0,200.0
T0012548,C01970,2021-05-16,Toothpaste,third_party,UPI/Wallet,15,80,1,1200.0
T0012549,C01770,2020-12-28,Snacks,private,UPI/Wallet,2,50,1,100.0
T0012550,C01881,2022-08-09,Chair,third_party,Cash,1,1500,1,1500.0
T0012551,C01369,2021-02-03,Earphones,third_party,UPI/Wallet,3,600,0,1800.0
T0012552,C00127,2023-05-01,Snacks,private,UPI/Wallet,1,50,1,50.0
T0012553,C00742,2023-12-31,Shampoo,third_party,UPI/Wallet,10,120,0,1200.0
T0012554,C00090,2021-09-27,Laptop Case,private,UPI/Wallet,1,800,0,800.0
T0012555,C01037,2021-12-11,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0012556,C01024,2024-02-12,Toothpaste,private,Card,1,80,0,80.0
T0012557,C01513,2022-07-02,Laptop Case,private,Cash,1,800,0,800.0
T0012558,C00472,2021-10-22,Laptop Case,third_party,Card,2,800,0,1440.0
T0012559,C00301,2023-09-19,Chair,third_party,UPI/Wallet,2,1500,0,3000.0
T0012560,C01834,2022-10-06,Shampoo,third_party,Cash,1,120,0,120.0
T0012561,C01424,2021-10-26,Rice,third_party,UPI/Wallet,1,60,0,54.0
T0012562,C01448,2021-01-26,Oil,private,UPI/Wallet,1,200,0,200.0
T0012563,C01040,2023-04-14,Soap,private,Cash,5,40,1,200.0
T0012564,C00354,2023-02-16,C-Type Cable,third_party,Cash,1,300,0,300.0
T0012565,C00216,2024-04-04,Chair,private,UPI/Wallet,1,1500,0,1500.0
T0012566,C00537,2024-02-19,Chair,private,Cash,1,1500,0,1500.0
T0012567,C01827,2024-08-02,Rice,third_party,UPI/Wallet,1,60,0,60.0
T0012568,C01560,2022-09-18,Earphones,third_party,Card,1,600,0,600.0
T0012569,C01748,2023-07-23,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0012570,C01563,2024-01-09,Chair,third_party,Cash,2,1500,0,2700.0
T0012571,C00698,2024-08-24,Chair,third_party,Card,1,1500,1,1500.0
T0012572,C01117,2024-04-10,Snacks,third_party,Card,1,50,0,45.0
T0012573,C01890,2023-01-12,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0012574,C00681,2024-05-06,Soap,third_party,Card,10,40,1,400.0
T0012575,C00915,2023-02-14,Shampoo,third_party,Card,1,120,1,120.0
T0012576,C01301,2024-07-07,Soap,private,Cash,15,40,0,600.0
T0012577,C00407,2022-04-27,Snacks,third_party,Card,1,50,0,50.0
T0012578,C00323,2022-06-07,Chair,private,UPI/Wallet,1,1500,0,1350.0
T0012579,C01990,2024-03-09,Shampoo,private,Card,1,120,0,120.0
T0012580,C01787,2024-05-28,Soap,third_party,UPI/Wallet,2,40,0,80.0
T0012581,C01158,2024-03-21,Snacks,third_party,UPI/Wallet,1,50,1,45.0
T0012582,C00402,2024-02-08,Rice,private,Cash,1,60,1,60.0
T0012583,C01272,2022-09-22,Laptop Case,private,Card,1,800,1,800.0
T0012584,C00528,2024-02-29,Laptop Case,third_party,Card,3,800,0,2400.0
T0012585,C01738,2023-09-09,C-Type Cable,third_party,UPI/Wallet,2,300,1,600.0
T0012586,C00743,2021-10-07,C-Type Cable,private,Cash,15,300,0,4500.0
T0012587,C01038,2023-03-19,Laptop Case,third_party,Cash,1,800,1,800.0
T0012588,C01361,2022-04-29,C-Type Cable,third_party,Cash,1,300,0,300.0
T0012589,C01716,2024-03-19,Oil,third_party,Card,2,200,1,400.0
T0012590,C00098,2024-07-10,Laptop Case,third_party,Card,5,800,1,3600.0
T0012591,C01544,2022-10-07,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0012592,C00776,2022-12-16,Rice,third_party,Card,1,60,0,60.0
T0012593,C00787,2024-07-27,Chair,private,Card,1,1500,1,1500.0
T0012594,C01637,2024-03-11,Snacks,third_party,UPI/Wallet,1,50,0,45.0
T0012595,C01124,2024-04-04,Snacks,private,UPI/Wallet,3,50,1,150.0
T0012596,C00873,2023-05-26,Rice,private,UPI/Wallet,5,60,0,300.0
T0012597,C00812,2023-07-13,Oil,private,Cash,1,200,0,180.0
T0012598,C01325,2021-09-19,Snacks,third_party,Cash,2,50,1,100.0
T0012599,C00309,2021-01-02,C-Type Cable,private,Cash,3,300,1,900.0
T0012600,C01232,2021-08-25,Rice,third_party,Cash,1,60,1,60.0
T0012601,C00814,2024-05-12,Oil,private,UPI/Wallet,10,200,0,1800.0
T0012602,C01321,2021-04-23,Snacks,third_party,Card,3,50,0,150.0
T0012603,C01923,2024-08-25,Snacks,third_party,Cash,1,50,1,45.0
T0012604,C00960,2021-01-10,Oil,private,UPI/Wallet,1,200,1,180.0
T0012605,C01617,2024-02-16,Snacks,private,Cash,1,50,1,50.0
T0012606,C01119,2024-05-09,Chair,private,Cash,1,1500,1,1500.0
T0012607,C00309,2021-01-21,Laptop Case,third_party,Card,1,800,1,800.0
T0012608,C00141,2022-01-07,Laptop Case,third_party,Card,2,800,0,1440.0
T0012609,C00077,2021-06-10,Toothpaste,private,Cash,1,80,1,80.0
T0012610,C01782,2020-08-14,Rice,private,Card,1,60,1,60.0
T0012611,C01183,2023-12-12,Chair,third_party,Card,1,1500,1,1500.0
T0012612,C00272,2024-01-08,Earphones,third_party,Cash,15,600,0,9000.0
T0012613,C01467,2023-03-25,Earphones,third_party,UPI/Wallet,10,600,0,6000.0
T0012614,C01537,2024-05-18,Chair,private,Card,2,1500,0,3000.0
T0012615,C01268,2022-06-21,Soap,third_party,Card,10,40,0,400.0
T0012616,C00663,2023-01-15,C-Type Cable,third_party,UPI/Wallet,1,300,0,300.0
T0012617,C01455,2022-01-24,Earphones,third_party,Cash,1,600,1,600.0
T0012618,C01631,2023-11-04,Earphones,private,UPI/Wallet,5,600,1,3000.0
T0012619,C01510,2022-05-31,Snacks,third_party,Card,3,50,0,150.0
T0012620,C00470,2023-01-25,Toothpaste,third_party,Card,1,80,1,80.0
T0012621,C01768,2024-03-07,Snacks,third_party,Card,15,50,0,750.0
T0012622,C00485,2023-10-18,Rice,private,Cash,1,60,0,60.0
T0012623,C01778,2023-07-20,Shampoo,private,Cash,2,120,1,240.0
T0012624,C00339,2020-04-20,Shampoo,third_party,Card,1,120,1,120.0
T0012625,C00243,2023-04-28,Oil,third_party,UPI/Wallet,15,200,0,3000.0
T0012626,C00077,2020-12-22,Snacks,private,UPI/Wallet,1,50,1,45.0
T0012627,C00613,2024-08-12,Oil,third_party,UPI/Wallet,2,200,1,400.0
T0012628,C01333,2023-02-21,Snacks,private,UPI/Wallet,3,50,1,150.0
T0012629,C01833,2023-03-07,Rice,third_party,Card,1,60,0,54.0
T0012630,C00434,2021-08-15,Chair,third_party,Card,2,1500,0,3000.0
T0012631,C01214,2022-07-29,Shampoo,third_party,Card,2,120,1,240.0
T0012632,C01098,2024-02-11,Oil,private,Cash,3,200,0,540.0
T0012633,C01741,2021-11-29,Earphones,third_party,Cash,5,600,1,3000.0
T0012634,C00720,2024-07-06,Chair,third_party,Cash,2,1500,1,3000.0
T0012635,C00450,2021-05-31,Soap,third_party,Card,1,40,1,36.0
T0012636,C00313,2023-10-17,Earphones,private,Cash,1,600,1,600.0
T0012637,C01951,2023-11-22,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0012638,C01257,2021-05-12,Toothpaste,third_party,Card,1,80,1,72.0
T0012639,C01691,2023-10-09,Shampoo,third_party,Cash,1,120,1,120.0
T0012640,C01344,2022-02-17,Soap,third_party,Card,1,40,1,40.0
T0012641,C00123,2023-09-22,Chair,third_party,UPI/Wallet,2,1500,1,3000.0
T0012642,C00707,2024-06-30,Oil,third_party,Cash,2,200,0,400.0
T0012643,C00614,2020-06-06,C-Type Cable,third_party,Cash,2,300,0,600.0
T0012644,C00942,2022-09-06,Oil,third_party,UPI/Wallet,2,200,1,400.0
T0012645,C00869,2024-04-25,Rice,private,Card,15,60,1,900.0
T0012646,C01772,2022-03-01,Earphones,third_party,UPI/Wallet,2,600,1,1200.0
T0012647,C01535,2022-10-17,Earphones,third_party,Cash,1,600,1,600.0
T0012648,C01822,2023-03-01,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0012649,C00956,2023-04-18,Chair,private,Cash,1,1500,1,1500.0
T0012650,C01830,2024-03-03,Rice,third_party,Cash,1,60,1,60.0
T0012651,C00565,2021-07-16,Rice,private,UPI/Wallet,3,60,1,180.0
T0012652,C00637,2023-07-07,Toothpaste,third_party,UPI/Wallet,3,80,1,216.0
T0012653,C00344,2021-04-25,C-Type Cable,third_party,Cash,10,300,0,3000.0
T0012654,C00206,2023-01-11,Laptop Case,private,Card,5,800,0,4000.0
T0012655,C01233,2023-09-04,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0012656,C00711,2023-03-17,Rice,third_party,UPI/Wallet,2,60,0,120.0
T0012657,C00806,2024-08-02,Soap,private,Cash,1,40,0,36.0
T0012658,C01415,2024-05-14,Laptop Case,third_party,Card,1,800,1,800.0
T0012659,C00357,2023-02-22,C-Type Cable,third_party,UPI/Wallet,1,300,0,270.0
T0012660,C00151,2024-04-02,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0012661,C01643,2023-05-03,Earphones,third_party,UPI/Wallet,1,600,1,600.0
T0012662,C00522,2023-02-07,C-Type Cable,third_party,Cash,1,300,1,300.0
T0012663,C01272,2024-07-20,C-Type Cable,private,Cash,1,300,1,300.0
T0012664,C00180,2023-12-25,Laptop Case,third_party,Card,1,800,1,800.0
T0012665,C00621,2022-10-07,Chair,private,UPI/Wallet,5,1500,1,7500.0
T0012666,C00750,2021-01-29,Toothpaste,private,Cash,1,80,1,80.0
T0012667,C00224,2024-07-06,Snacks,third_party,Cash,1,50,1,50.0
T0012668,C01053,2023-03-08,Chair,private,UPI/Wallet,1,1500,0,1500.0
T0012669,C00475,2022-06-29,Soap,private,Card,1,40,0,40.0
T0012670,C00664,2023-07-09,Soap,third_party,UPI/Wallet,1,40,0,36.0
T0012671,C01019,2024-07-06,Toothpaste,third_party,Cash,1,80,0,80.0
T0012672,C01511,2022-03-01,Snacks,third_party,Card,1,50,0,50.0
T0012673,C01667,2023-09-28,Chair,private,UPI/Wallet,1,1500,1,1500.0
T0012674,C01022,2024-08-28,Chair,third_party,UPI/Wallet,2,1500,1,2700.0
T0012675,C00815,2024-07-16,Laptop Case,third_party,Cash,10,800,0,8000.0
T0012676,C00827,2024-01-23,Laptop Case,private,Card,3,800,0,2400.0
T0012677,C00369,2023-08-27,Earphones,private,UPI/Wallet,1,600,0,600.0
T0012678,C01184,2023-12-15,Snacks,third_party,Cash,2,50,1,100.0
T0012679,C00008,2023-04-04,Rice,private,UPI/Wallet,10,60,0,600.0
T0012680,C01479,2024-01-15,Chair,third_party,Card,3,1500,1,4500.0
T0012681,C01290,2022-05-03,Toothpaste,third_party,UPI/Wallet,2,80,0,144.0
T0012682,C01846,2024-03-05,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0012683,C00750,2020-09-20,Rice,third_party,Card,2,60,0,108.0
T0012684,C00573,2021-11-28,Toothpaste,third_party,Cash,10,80,1,800.0
T0012685,C00758,2022-01-17,Shampoo,third_party,UPI/Wallet,1,120,0,120.0
T0012686,C00587,2023-12-10,Shampoo,third_party,UPI/Wallet,3,120,0,360.0
T0012687,C01359,2022-10-19,Oil,third_party,Card,2,200,0,360.0
T0012688,C01229,2023-02-03,Earphones,private,Card,2,600,0,1200.0
T0012689,C00276,2023-04-16,Shampoo,private,Card,1,120,1,120.0
T0012690,C00386,2024-08-07,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0012691,C01279,2023-11-25,Soap,private,UPI/Wallet,1,40,1,40.0
T0012692,C01469,2023-11-13,Oil,private,Cash,1,200,1,200.0
T0012693,C00319,2024-04-22,Oil,third_party,Card,1,200,1,200.0
T0012694,C01557,2023-11-29,Rice,third_party,Card,1,60,1,60.0
T0012695,C00051,2024-05-14,Snacks,third_party,Card,1,50,0,50.0
T0012696,C01738,2022-03-27,Chair,private,UPI/Wallet,3,1500,1,4050.0
T0012697,C01780,2024-04-29,Oil,private,Card,1,200,0,200.0
T0012698,C00999,2024-07-08,Oil,third_party,Card,5,200,0,1000.0
T0012699,C00487,2024-08-11,Oil,third_party,UPI/Wallet,2,200,1,400.0
T0012700,C00326,2024-06-05,C-Type Cable,third_party,Cash,5,300,0,1500.0
T0012701,C01842,2023-09-01,C-Type Cable,private,Card,1,300,0,300.0
T0012702,C00899,2023-08-29,Laptop Case,third_party,Card,1,800,0,720.0
T0012703,C01282,2021-03-07,Soap,third_party,Cash,5,40,1,200.0
T0012704,C01134,2023-08-20,Earphones,third_party,Cash,1,600,0,600.0
T0012705,C01550,2023-10-24,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0012706,C00523,2020-09-11,Earphones,private,Card,15,600,0,9000.0
T0012707,C01620,2023-07-01,Rice,private,Card,10,60,0,600.0
T0012708,C01794,2023-07-11,C-Type Cable,private,UPI/Wallet,1,300,1,300.0
T0012709,C00344,2023-12-14,Toothpaste,private,UPI/Wallet,3,80,0,240.0
T0012710,C01940,2024-05-12,Earphones,third_party,Cash,1,600,0,600.0
T0012711,C00757,2022-10-02,Snacks,third_party,UPI/Wallet,1,50,0,50.0
T0012712,C01506,2021-12-19,C-Type Cable,third_party,Cash,15,300,0,4500.0
T0012713,C01464,2021-09-07,C-Type Cable,private,UPI/Wallet,3,300,0,900.0
T0012714,C00424,2022-05-07,Snacks,private,UPI/Wallet,1,50,0,50.0
T0012715,C00528,2024-04-15,Toothpaste,third_party,Card,1,80,0,80.0
T0012716,C00768,2023-10-09,Soap,third_party,Cash,1,40,1,36.0
T0012717,C00986,2022-06-11,Oil,private,Cash,2,200,1,400.0
T0012718,C00756,2022-07-12,Toothpaste,third_party,Cash,1,80,0,80.0
T0012719,C01580,2022-05-31,Rice,third_party,Card,10,60,1,600.0
T0012720,C01576,2024-03-05,Snacks,third_party,Cash,1,50,1,45.0
T0012721,C00076,2023-02-02,Toothpaste,third_party,Cash,1,80,0,80.0
T0012722,C00356,2024-06-25,Soap,private,Card,1,40,1,40.0
T0012723,C01932,2023-08-04,Chair,third_party,Card,1,1500,1,1500.0
T0012724,C01749,2022-06-05,Soap,third_party,UPI/Wallet,1,40,1,36.0
T0012725,C00887,2021-05-09,Chair,third_party,UPI/Wallet,2,1500,0,3000.0
T0012726,C00693,2023-07-06,Snacks,third_party,Card,1,50,0,50.0
T0012727,C00883,2024-03-09,C-Type Cable,private,UPI/Wallet,1,300,0,300.0
T0012728,C01007,2024-07-20,Shampoo,private,Card,1,120,1,120.0
T0012729,C01708,2023-11-13,Oil,private,Card,1,200,0,200.0
T0012730,C00840,2023-08-01,Rice,third_party,UPI/Wallet,1,60,1,54.0
T0012731,C00157,2023-09-04,Laptop Case,third_party,Card,5,800,1,4000.0
T0012732,C00942,2021-06-22,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0012733,C00178,2022-03-22,Laptop Case,third_party,Cash,15,800,0,12000.0
T0012734,C01493,2020-09-19,Soap,third_party,Card,2,40,1,80.0
T0012735,C00063,2021-04-18,Soap,third_party,Cash,2,40,0,80.0
T0012736,C01085,2024-08-22,Laptop Case,third_party,Card,2,800,0,1600.0
T0012737,C01916,2022-01-07,Chair,private,Card,3,1500,0,4500.0
T0012738,C01200,2023-03-14,C-Type Cable,third_party,Cash,1,300,1,270.0
T0012739,C01970,2020-11-05,Snacks,private,Cash,2,50,1,100.0
T0012740,C00555,2024-07-26,Rice,private,UPI/Wallet,1,60,1,54.0
T0012741,C00938,2024-01-03,Shampoo,third_party,UPI/Wallet,3,120,0,360.0
T0012742,C00655,2023-12-29,Earphones,third_party,Card,3,600,1,1800.0
T0012743,C00254,2023-01-18,Soap,third_party,Cash,2,40,0,72.0
T0012744,C00444,2020-12-03,C-Type Cable,third_party,UPI/Wallet,1,300,1,300.0
T0012745,C01923,2022-09-20,Oil,third_party,Card,1,200,1,200.0
T0012746,C00792,2023-10-06,Snacks,private,Card,3,50,1,135.0
T0012747,C01582,2023-12-09,Toothpaste,third_party,UPI/Wallet,1,80,0,72.0
T0012748,C01643,2022-05-04,Earphones,third_party,Card,1,600,0,600.0
T0012749,C00139,2022-08-12,Soap,third_party,Cash,5,40,1,200.0
T0012750,C00874,2024-06-12,Snacks,private,Cash,1,50,0,45.0
T0012751,C00924,2021-06-04,Toothpaste,third_party,UPI/Wallet,2,80,0,160.0
T0012752,C00939,2022-11-16,Soap,private,UPI/Wallet,1,40,0,40.0
T0012753,C00006,2023-05-27,Soap,private,Card,15,40,1,600.0
T0012754,C00090,2023-03-24,C-Type Cable,private,Card,3,300,1,900.0
T0012755,C01187,2024-05-02,Oil,third_party,UPI/Wallet,1,200,0,180.0
T0012756,C00273,2022-03-17,C-Type Cable,third_party,Cash,3,300,0,810.0
T0012757,C01300,2023-07-30,Rice,third_party,Card,2,60,1,120.0
T0012758,C01497,2023-07-12,Rice,private,UPI/Wallet,1,60,1,60.0
T0012759,C00529,2024-05-30,Soap,third_party,Cash,1,40,1,40.0
T0012760,C00706,2024-03-17,Snacks,private,UPI/Wallet,1,50,1,50.0
T0012761,C00803,2024-06-18,Oil,third_party,Card,1,200,1,200.0
T0012762,C01681,2024-03-30,Toothpaste,private,Cash,1,80,1,80.0
T0012763,C01946,2024-07-16,Snacks,private,Card,2,50,1,100.0
T0012764,C00222,2023-11-07,Laptop Case,private,Card,1,800,1,720.0
T0012765,C01041,2023-03-08,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0012766,C01918,2024-06-17,Laptop Case,private,Card,15,800,0,12000.0
T0012767,C01807,2023-09-12,Shampoo,private,Cash,2,120,1,240.0
T0012768,C01733,2024-01-25,Snacks,third_party,Card,3,50,0,150.0
T0012769,C01415,2024-04-17,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0012770,C01767,2023-09-16,Toothpaste,third_party,Cash,5,80,1,400.0
T0012771,C00770,2023-03-07,Chair,private,Card,1,1500,0,1350.0
T0012772,C01872,2023-05-21,Laptop Case,third_party,Cash,1,800,0,800.0
T0012773,C01890,2021-08-15,Chair,third_party,Card,2,1500,0,3000.0
T0012774,C01682,2024-04-13,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0012775,C00147,2023-07-23,Chair,third_party,Cash,15,1500,0,20250.0
T0012776,C00396,2023-09-21,C-Type Cable,private,Card,1,300,0,270.0
T0012777,C01598,2023-08-08,Rice,private,Cash,1,60,1,60.0
T0012778,C01921,2022-05-22,Soap,third_party,Card,1,40,1,36.0
T0012779,C00708,2024-05-16,Shampoo,private,Card,3,120,0,360.0
T0012780,C00297,2024-08-30,C-Type Cable,third_party,Cash,2,300,0,600.0
T0012781,C00867,2022-05-01,Rice,third_party,UPI/Wallet,1,60,0,60.0
T0012782,C01337,2023-11-20,Soap,private,Cash,1,40,0,40.0
T0012783,C00262,2021-05-10,Toothpaste,third_party,Cash,2,80,1,144.0
T0012784,C00860,2023-11-24,Rice,third_party,Cash,1,60,1,60.0
T0012785,C00910,2024-03-11,Oil,third_party,UPI/Wallet,1,200,1,200.0
T0012786,C00727,2023-09-19,Shampoo,third_party,Cash,1,120,0,108.0
T0012787,C01237,2023-07-16,Soap,third_party,Card,1,40,1,36.0
T0012788,C00192,2023-05-09,Soap,private,UPI/Wallet,15,40,1,540.0
T0012789,C01039,2024-01-21,Oil,private,Card,3,200,0,600.0
T0012790,C00552,2022-08-05,Laptop Case,third_party,Cash,1,800,0,800.0
T0012791,C00421,2022-04-19,Shampoo,third_party,Card,1,120,0,108.0
T0012792,C01202,2022-04-22,Laptop Case,third_party,Cash,10,800,1,8000.0
T0012793,C00082,2023-12-27,Chair,private,Card,1,1500,1,1500.0
T0012794,C00803,2024-02-14,Snacks,third_party,Cash,5,50,1,225.0
T0012795,C00541,2022-10-08,Rice,private,UPI/Wallet,1,60,0,60.0
T0012796,C01335,2024-05-15,Toothpaste,third_party,Card,1,80,0,80.0
T0012797,C00657,2023-05-07,Shampoo,private,UPI/Wallet,1,120,1,108.0
T0012798,C01970,2022-01-23,Oil,third_party,Cash,3,200,1,600.0
T0012799,C00770,2024-06-12,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0012800,C00737,2024-04-16,Soap,third_party,Card,3,40,0,120.0
T0012801,C01676,2024-04-02,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0012802,C00355,2023-12-08,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0012803,C01069,2023-01-01,Chair,private,UPI/Wallet,1,1500,0,1500.0
T0012804,C00912,2023-04-30,Rice,private,Card,1,60,1,60.0
T0012805,C00263,2023-12-26,Shampoo,third_party,Cash,3,120,0,360.0
T0012806,C00918,2024-07-10,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0012807,C01987,2024-06-24,C-Type Cable,private,Card,1,300,0,300.0
T0012808,C00833,2022-08-14,Oil,third_party,Cash,1,200,1,200.0
T0012809,C01280,2024-07-25,Toothpaste,private,Card,5,80,1,400.0
T0012810,C00312,2022-04-26,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0012811,C01136,2024-02-06,Toothpaste,private,Cash,2,80,0,160.0
T0012812,C01047,2020-09-06,Oil,third_party,UPI/Wallet,2,200,0,400.0
T0012813,C01291,2021-11-11,Soap,third_party,Card,1,40,1,40.0
T0012814,C01365,2024-04-27,Soap,third_party,Cash,1,40,1,40.0
T0012815,C01167,2022-12-03,Shampoo,third_party,Cash,1,120,0,120.0
T0012816,C00413,2022-12-09,Snacks,third_party,Cash,1,50,1,50.0
T0012817,C01282,2024-08-08,Laptop Case,third_party,UPI/Wallet,1,800,0,800.0
T0012818,C01450,2023-08-06,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0012819,C01858,2024-07-17,Laptop Case,third_party,Cash,1,800,0,800.0
T0012820,C00960,2021-03-16,C-Type Cable,private,Card,2,300,1,540.0
T0012821,C00872,2020-10-16,Rice,third_party,Cash,1,60,0,60.0
T0012822,C00423,2022-12-03,Shampoo,third_party,UPI/Wallet,3,120,1,360.0
T0012823,C01142,2024-02-20,Rice,third_party,UPI/Wallet,3,60,0,180.0
T0012824,C01673,2023-02-07,Soap,third_party,Cash,1,40,1,40.0
T0012825,C00059,2024-04-24,Soap,private,Cash,2,40,0,80.0
T0012826,C00021,2024-01-02,Soap,private,UPI/Wallet,1,40,1,40.0
T0012827,C01529,2021-10-25,Shampoo,private,UPI/Wallet,5,120,1,600.0
